FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,1995 Chevrolet Corvette ZR-1,Chev. C4 ZR1 '95,2006,1995,Chevrolet,Corvette ZR-1,Buy Cars Base,,,,Common,,,"105,000",Sport GT Icons,Factory,579,B,5.0,2.6,3.0,3.6,,,405,385,3505,8.65,52,5727,NA,V,8,F,RWD,,315,Both,Forza,"415, 562, 565, 640, 788","TT, CS",stock,N. America,U.S.,Chevrolet Corvette,,2,L,4,,,4.884,10.783,12.333,180.1,140.2,344.3,0.95,0.97,5.899,12090,05-Oct-23,05-Nov-21,18-Feb-14,FM,FM5,FM,FH5,FH4,FM7,FH3,FM6,FH2,DLC,,,,,,8,XBO,1
FALSE,1990 Chevrolet Camaro IROC-Z,Chev. Camaro '90,1033,1990,Chevrolet,Camaro IROC-Z,Buy Cars Base,,,,Rare,,,"60,000",Sport Touring Classics,Factory,367,D,3.2,1.8,2.1,2.4,,,245,345,3627,14.80,59,5733,NA,V,8,F,RWD,,235,Both,Hood,"350, 415, 425, 640, 788, 825","TT, PDS, CS",stock,N. America,U.S.,Chevrolet Camaro,,2,L,4,,RPC,5.800,15.500,14.384,157.5,206.8,505.3,0.76,0.75,9.700,11490,05-Oct-23,,27-Oct-09,FM,FM3,FM,,cu,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,,,9,XBO,1
FALSE,1988 Chevrolet Monte Carlo Super Sport Forza Edition,Monte Carlo FE,,1988,Chevrolet,Monte Carlo Super Sport Forza Edition,,,,,,,,,Rebirth of Muscle,Upgraded,448,C,5.6,4.8,4.8,7.1,,,317,396,3175,10.02,57,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,9.028,28.436,13.900,150.2,144.5,359.3,1.12,1.08,19.408,12767,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1979 Chevrolet Camaro Z28,Chevy Camaro '79,1064,1979,Chevrolet,Camaro Z28,"Autoshow, WS",,,,Rare,,,"35,000",Classic Muscle,Factory,466,D,4.5,2.5,4.1,3.5,2.9,5.4,175,270,3560,20.34,56,5733,NA,V,8,F,RWD,,225,Both,Hood,"415, 475d, 640, 800","TT, PDS, CS",stock,N. America,U.S.,Camaro,,2,L,4,,IMC,7.315,20.400,16.000,127.8,169.2,418.4,0.80,0.79,13.085,11489,,05-Nov-21,27-Oct-09,FH5,FM3,,FH5,HTF,FM7,FH3,FM6,FH2,DLC,,FM4,FM3,,,9,XBO,0
FALSE,1988 Chevrolet #77 Beretta Trans Am,Chev #77 Beretta,3435,1988,Chevrolet,#77 Beretta Trans Am,Reward,FM Update 14,,,,,,"248,000",GTX Sportscars,Race,758,S,4.1,5.7,5.7,5.3,,,515,404,2750,5.34,51,2750,NA,V,6,F,RWD,330/R16,350/R16,,Adjustable,none,none,,N. America,U.S.,,,2,L,4,,,3.800,7.500,11.350,175.1,89.6,226.4,1.38,1.51,3.700,,27-Nov-24,,,FM,FM,R,,,,,,,,,,,,,1,XBO,1
FALSE,1972 Chevrolet K10 Custom,Chevy K10 '72,3590,1972,Chevrolet,K10 Custom,Seasonal,Series 21 cu,,,Common,,,,Pickups & 4x4s,Factory,369,D,3.6,2.7,3.0,3.0,2.6,8.3,175,290,3936,22.49,60,5766,NA,V,8,F,AWD,,205,Both,Bars / Bed,"415, 805, 1750","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,10.961,55.049,,100.9,166.1,405.2,0.79,0.78,44.088,13361,,08-Jun-23,08-Jun-23,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,1971 Chevrolet Vega GT,Chevy Vega,,1971,Chevrolet,Vega GT,,,,,,,,,Vintage Sport Compact,Factory,247,E,4.6,3.4,3.7,5.3,5.8,,110,138,2231,20.28,53,2294,NA,Inline,4,F,RWD,,165,,,,,stock,N. America,U.S.,,,2,L,4,,,11.219,31.044,16.917,120.6,138.0,355.4,0.96,0.90,19.825,12684,,,06-Jun-17,FM7,FH3,,,,FM7,DLC,,,,,,,,,2,XBO,0
FALSE,1988 Chevrolet Monte Carlo Super Sport,Chev. MC '88,1575,1988,Chevrolet,Monte Carlo Super Sport,Buy Cars Base,,,,Common,,,"11,000",Sport Touring Classics,Factory,255,E,1.0,1.4,1.5,1.3,,,180,225,3522,19.57,57,5001,NA,V,8,F,RWD,,215,Both,Hood,"350, 415, 425, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,RPC,8.982,28.358,16.783,136.5,181.1,446.2,0.76,0.76,19.376,12191,05-Oct-23,05-Nov-21,02-Dec-14,FM,FH2,FM,FH5,HTF,FM7,FH3,FM6,DLC,,,,,,,7,XBO,1
FALSE,1976 Chevrolet #76 Greenwood Corvette,Chev. #76 C3,2776,1976,Chevrolet,#76 Greenwood Corvette,Buy Cars Base,,,,,,,"304,000",GTX Sportscars,Race,811,R,7.5,5.2,5.5,7.0,,,700,629,2800,4.00,51,7700,NA,V,8,F,RWD,305/R15,375/R15,,Adjustable,none,none,stock,N. America,U.S.,Chevrolet Corvette,,2,L,4,,,3.900,7.020,10.433,220.9,92.1,237.9,1.38,1.48,3.120,12884,05-Oct-23,,19-Apr-18,FM,FM7,FM,,,DLC,,,,,,,,,,2,XBO,1
FALSE,1970 Chevrolet Chevelle Super Sport 454 Forza Edition,Chevelle '70 FE,,1970,Chevrolet,Chevelle Super Sport 454 Forza Edition,,,,,,,,,Classic Street Muscle,Upgraded,498,C,6.2,4.6,4.7,7.6,,,449,480,3499,7.79,56,,PDS,V,8,F,RWD,,,,,,,eng,N. America,U.S.,,,2,L,4,,,6.123,13.521,13.718,165.0,146.1,357.4,1.11,1.04,7.398,12768,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1970 Chevrolet Chevelle Super Sport 454 Horizon Edition,,,1970,Chevrolet,Chevelle Super Sport 454 Horizon Edition,,,,,,,,,Classic Street Muscle,Upgraded,604,B,4.8,5.7,5.9,7.5,7.0,,450,500,3799,8.44,59,7439,NA,V,8,F,RWD,,B,,,,,stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,.000,12561,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,1970 Chevrolet Chevelle Super Sport Barrett-Jackson Edition,Chevelle BJ '70,,1970,Chevrolet,Chevelle Super Sport Barrett-Jackson Edition,DLC store,,,,Epic,,,"105,000",Classic Muscle,Tuner,757,A,7.8,6.2,5.9,6.1,7.8,,620,645,3989,6.43,57,9373,NA,V,8,F,RWD,,345,Both,Hood,"640, 700V, 850","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,3.500,7.800,11.917,204.2,163.9,382.0,0.88,0.88,4.300,13064,,,15-Jan-19,FH4,FM7,,,DLC,DLC,,,,,,,,,,2,XBO,0
FALSE,1970 Chevrolet Camaro Z28,Chev. Camaro '70,1330,1970,Chevrolet,Camaro Z28,Buy Cars Base,,,,Rare,,,"75,000",Vintage Muscle,Factory,353,D,1.9,1.0,1.1,2.9,,,360,380,3550,9.86,57,5735,NA,V,8,F,RWD,,205,Both,Hood,"302, 415, 425, 565, 640, 788, 825","TT, PDS, CS",stock,N. America,U.S.,Chevrolet Camaro,,2,L,4,,MvT,5.786,14.183,14.183,141.2,175.8,432.9,0.78,0.77,8.397,11755,05-Oct-23,05-Nov-21,14-Oct-11,FM,FM4,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,,,,9,XBO,1
FALSE,1970 Chevrolet El Camino Super Sport 454,Chevy El Camino,1291,1970,Chevrolet,El Camino Super Sport 454,Autoshow,,Accolade,,Rare,,,"65,000",Vans & Utility,Factory,544,C,5.9,2.4,3.6,3.2,3.1,5.5,450,500,3820,8.49,60,7439,NA,V,8,F,RWD,,215,Yes,Preset / hood,"415, 475d, 640, 700V, 800",PDS,stock,N. America,U.S.,,,2,L,4,,"DVG, OR",6.072,13.467,13.700,160.6,178.2,437.6,0.77,0.76,7.395,11671,,05-Nov-21,14-Dec-10,FH5,FM3,,FH5,FH4,FM7,FH3,FM6,,FM5,,FM4,DLC,,,8,XBO,0
FALSE,1970 Chevrolet Chevelle Super Sport 454,Chev Chevelle 70,299,1970,Chevrolet,Chevelle Super Sport 454,Buy Cars Base,,,,Rare,,,"84,000",Street Drag Racers,Factory,383,D,1.1,1.1,1.2,3.2,,,450,500,3369,7.49,59,7439,NA,V,8,F,RWD,,215,Both,Hood,"302, 415, 565, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,MvT,6.086,13.468,13.683,129.7,176.1,431.4,0.77,0.76,7.382,11264,05-Oct-23,05-Nov-21,29-May-07,FM,FM2,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,FM2,,11,XBO,1
FALSE,1970 Chevrolet Corvette ZR-1,Chev. ZR-1 '70,315,1970,Chevrolet,Corvette ZR-1,Buy Cars Base,,,,Epic,,,"85,000",Vintage Muscle,Factory,386,D,1.5,1.3,1.6,2.5,,,370,380,3330,9.00,49,5740,NA,V,8,F,RWD,,215,Both,Hood,"415, 425, 565, 640, 788, 825","TT, PDS, CS",stock,N. America,U.S.,Chevrolet Corvette,,2,L,4,,MvT,5.700,16.100,14.170,136.5,155.6,389.3,0.83,0.82,10.400,11268,05-Oct-23,05-Nov-21,29-May-07,FM,FM2,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,FM2,,11,XBO,1
FALSE,1969 Chevrolet Camaro Super Sport Coupe Forza Edition,Camaro '69 FE,,1969,Chevrolet,Camaro Super Sport Coupe Forza Edition,DLC store,,,,,,,,Historic Road Racing,Upgraded,472,C,5.8,4.8,4.8,7.5,,,399,441,3215,8.06,58,,PDS,V,8,F,RWD,,,,,,,eng,N. America,U.S.,Camaro,,2,L,4,,,6.421,16.323,14.230,155.9,142.6,360.9,1.12,1.08,9.902,12769,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1969 Chevrolet Camaro Super Sport Coupe Horizon Edition,,,1969,Chevrolet,Camaro Super Sport Coupe Horizon Edition,,,,,,,,,Classic Muscle,Upgraded,612,B,5.2,5.8,6.0,7.5,7.1,,375,415,3527,9.41,58,6478,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,Camaro,,2,L,4,,,,,,,,,,,.000,12560,,,23-Sep-16,FH3,FH3,,,,,HE,,,,,,,,,1,XBO,0
FALSE,1969 Chevrolet Camaro Z28,,,1969,Chevrolet,Camaro Z28,,,,,,,,,Sports,Factory,305,D,,,,,,,290,290,3415,11.78,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.900,,,143.0,,,,,,11034,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1969 Chevrolet Corvair Monza,,,1969,Chevrolet,Corvair Monza,,,,,,,,,Sports,Factory,137,F,,,,,,,140,160,2615,18.68,,,,,6,R,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,15.600,,,112.8,,,,,,11870,,,06-Mar-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,1969 Chevrolet Camaro Super Sport Coupe,Chev. Camaro '69,289,1969,Chevrolet,Camaro Super Sport Coupe,Buy Cars Base,,,,Rare,,,"70,000",Vintage Muscle,Factory,333,D,1.7,1.1,1.2,2.5,,,375,415,3670,9.79,58,6478,NA,V,8,F,RWD,,215,Both,Hood,"302, 415, 425, 565, 640, 788, 825","TT, PDS, CS",stock,N. America,U.S.,Chevrolet Camaro,,2,L,4,,MvT,6.367,16.262,14.213,139.3,155.5,381.4,0.83,0.82,9.895,11033,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,Uni,Uni,FM2,FM1,13,XBO,1
FALSE,1969 Chevrolet Nova Super Sport 396 Forza Edition,Nova '69 FE,,1969,Chevrolet,Nova Super Sport 396 Forza Edition,Exclusive,,,,FE,Speed Skills,,"297,000",Classic Muscle,Upgraded,657,B,6.7,5.5,6.1,5.1,6.0,,375,415,3470,9.25,55,6489,NA,V,8,F,RWD,,385,no,Preset / hood,"415, 640, 505, 700","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,.000,12964,,,28-Sep-18,FH4,FH4,,,FE,,,,,,,,,,,1,XBO,0
FALSE,1967 Chevrolet Chevelle Super Sport 396,Chevelle '67,,1967,Chevrolet,Chevelle Super Sport 396,Exclusive,,,,Legendary,,,"250,000",Classic Muscle,Factory,561,C,6.5,4.4,4.6,5.2,6.6,,375,415,3585,9.56,57,6478,NA,V,8,F,RWD,,225,Both,Hood,"415, 640, 700","TT, PDS",stock,N. America,U.S.,,,2,L,4,,UH,6.500,15.400,14.250,159.0,210.7,504.7,0.72,0.72,8.900,11836,,,06-Dec-11,FH4,FM4,,,cu,FM7,FH3,FM6,,DLC,,DLC,,,,6,XBO,0
FALSE,1969 Chevrolet Nova Super Sport 396,Chev. Nova '69,1429,1969,Chevrolet,Nova Super Sport 396,Buy Cars Base,,,,Common,,,"76,000",Street Drag Racers,Factory,354,D,2.5,1.0,1.0,2.7,,,375,415,3470,9.25,55,6489,NA,V,8,F,RWD,,195,Front,Hood,"302, 415, 425, 565, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,5.985,13.383,13.870,148.5,177.2,434.7,0.77,0.77,7.398,11871,05-Oct-23,05-Nov-21,06-Mar-12,FM,FM4,FM,FH5,FH4,FM7,,FM6,,FM5,,DLC,,,,7,XBO,1
FALSE,1966 Chevrolet Corvette F&F Edition,1966 Corvette FF,,1966,Chevrolet,Corvette F&F Edition,,,,,,,,,Fast & Furious,Tuner,552,B,6.3,5.0,5.1,7.6,,,435,460,3137,7.21,48,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,Corvette,,2,L,4,,,4.500,10.300,12.850,169.4,118.9,305.3,1.18,1.11,5.800,12770,,,29-Sep-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1966 Chevrolet Nova Super Sport,Chevy Nova '66,1354,1966,Chevrolet,Nova Super Sport,Seasonal,,,,Common,,,"70,000",Classic Muscle,Factory,582,C,6.2,4.5,4.8,5.4,6.9,,350,360,3146,8.99,54,5354,NA,V,8,F,RWD,,195,Both,Preset / hood,"415, 640, 700","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,7.200,18.200,14.183,149.5,194.4,477.1,0.75,0.75,11.000,11709,,16-Nov-23,13-Oct-11,FH5,FM4,,cu,FH4,FM7,FH3,FM6,,DLC,,DLC,,,,7,XBO,0
FALSE,1964 Chevrolet Impala Super Sport 409,Chevy Impala,1300,1964,Chevrolet,Impala Super Sport 409,"Autoshow, WS",,,,Common,,,"46,000",Rods and Customs,Factory,544,C,5.5,2.3,3.6,3.4,3.0,5.4,425,425,3877,9.12,56,6670,NA,V,8,F,RWD,,205,Both,Preset / hood,"415, 475d, 640, 800, 1500","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.285,12.767,14.900,150.3,179.0,443.9,0.76,0.76,6.482,11757,,05-Nov-21,14-Oct-11,FH5,FM4,,FH5,FH4,FM7,FH3,FM6,FH2,DLC,FH1,FM4,,,,9,XBO,0
FALSE,1964 Chevrolet Impala Super Sport 409 Forza Edition,Chevy Impala FE,,1964,Chevrolet,Impala Super Sport 409 Forza Edition,,,,,,,,,Nostalgic Drag Racers,Upgraded,548,B,5.7,4.9,5.0,7.6,,,441,441,3969,9.00,55,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,6.321,12.820,14.919,157.1,142.9,363.4,1.15,1.11,6.499,12771,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1963 Chevrolet Corvette Grand Sport F&F Edition,1963 Corvette FF,,1963,Chevrolet,Corvette Grand Sport F&F Edition,,,,,,,,,[custom],Tuner,,,6.3,4.7,4.8,8.4,,,502,560,3384,6.74,46,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,Corvette,,2,L,4,,,3.284,6.785,,172.1,108.4,281.1,1.13,1.06,3.501,12236,,,15-Jun-15,FM6,FH2,,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,1960 Chevrolet Corvette,Corvette '60,1093,1960,Chevrolet,Corvette,Car Collection,,,,Epic,,,"210,000",Classic Sports Cars,Factory,541,C,5.4,2.5,4.0,3.6,2.8,5.6,290,290,3080,10.62,55,4638,NA,V,8,F,RWD,,165,Both,Hood,none,CS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,"OT, SS?",6.600,15.100,14.900,148.0,177.9,438.8,0.78,0.78,8.500,11492,,05-Nov-21,27-Oct-09,FH5,FM3,,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,DLC,,,9,XBO,0
FALSE,1957 Chevrolet Bel Air,Chevy Bel Air,1459,1957,Chevrolet,Bel Air,"Autoshow, WS",,,,Rare,,,"130,000",Rods and Customs,Factory,432,D,4.8,2.1,3.8,2.8,1.6,6.0,220,300,3337,15.17,57,4638,NA,V,8,F,RWD,,205,Both,Preset / hood,"415, 475d, 640, 1500","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,7.300,19.600,17.518,130.5,180.0,446.7,0.75,0.75,12.300,11828,,05-Nov-21,01-Nov-11,FH5,FM4,,FH5,FH4,FM7,FH3,FM6,FH2,DLC,DLC,DLC,,,,9,XBO,0
FALSE,1957 Chevrolet Bel Air Forza Edition,Chevy Bel Air FE,,1957,Chevrolet,Bel Air Forza Edition,,,,,,,,,Hot Rod Revival,Upgraded,,,,,,,,,,,,,,,,,,,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,7.300,19.600,13.967,142.5,151.2,383.8,1.04,0.97,12.300,12772,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1956 Chevrolet Barbie Movie' Corvette EV,Barbie Corvette,3808,1956,Chevrolet,Barbie Movie' Corvette EV,Autoshow,Series 22 cu,Gift 202307,,Epic,,,"500,000",Rods and Customs,Tuner,658,B,4.4,3.2,4.4,4.9,5.2,4.7,302,332,2866,9.49,52,0,E,E,E,R,RWD,,185,no,none,none,none,E,N. America,U.S.,,Yes,2,L,4,,,5.350,11.983,,124.6,169.0,400.0,0.89,0.89,6.633,13372,,26-Jun-23,26-Jun-23,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,1955 Chevrolet 150 Utility Sedan,Chevy 150 Sedan,2507,1955,Chevrolet,150 Utility Sedan,"Autoshow, WS",,,,Common,,,"35,000",Rods and Customs,Factory,360,D,4.5,2.0,3.5,3.2,2.5,5.8,180,260,3309,18.38,55,4343,NA,V,8,F,RWD,,175,no,Hood,"415, 475d, 640, 1500, 1750","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,9.700,28.919,17.400,123.1,183.3,454.6,0.73,0.73,19.219,12853,,05-Nov-21,05-Dec-17,FH5,FM7,,FH5,FH4,DLC,,,,,,,,,,3,XBO,0
FALSE,1953 Chevrolet Corvette,Corvette '53,1564,1953,Chevrolet,Corvette,Barn Find,,,,Legendary,,,"135,000",Classic Sports Cars,Factory,366,D,3.6,2.0,4.0,2.3,1.1,5.6,160,223,2900,18.13,53,3861,NA,Inline,6,F,RWD,,195,Both,Roof / hood,"321, 415, 805",CS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,,11.000,29.000,18.633,103.6,180.8,445.6,0.77,0.77,18.000,11938,,05-Nov-21,04-Sep-12,FH5,FM4,,FH5,FH4,FM7,FH3,FM6,DLC,,,DLC,,,,7,XBO,0
FALSE,1953 Chevrolet Corvette Forza Edition,Corvette '53 FE,3559,1953,Chevrolet,Corvette Forza Edition,"WS, Seasonal",,,,FE,Clean Skills,,"500,000",Classic Racers,Upgraded,800,A,6.5,4.8,6.2,5.8,6.2,3.8,450,500,2205,4.90,50,7440,NA,V,8,F,RWD,,285,no,Hood,none,PDS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,,10.959,28.940,,179.5,121.4,298.4,1.08,1.10,17.981,13213,,05-Nov-21,05-Nov-21,FH5,FH5,,FH5,,,,,,,,,,,,1,XBO,0
FALSE,1949 Chevrolet Fleetline Special F&F Edition,1949 Chevy FF,,1949,Chevrolet,Fleetline Special F&F Edition,,,,,,,,,Fast & Furious,Tuner,549,B,5.5,4.6,4.5,8.4,,,475,553,2900,6.11,55,,T,V,8,F,RWD,,,,,,,no,N. America,U.S.,,,2,L,4,,,4.780,9.900,11.900,147.9,132.5,331.9,1.08,1.00,5.120,12773,,,29-Sep-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1967 Chevrolet Corvette Stingray 427,Chev. C3 427 '67,312,1967,Chevrolet,Corvette Stingray 427,Buy Cars Base,,,,Epic,,,"93,000",Vintage Muscle,Factory,405,C,2.7,1.3,1.4,3.0,,,435,460,3340,7.68,46,6997,NA,V,8,F,RWD,,215,no,Hood,"415, 565, 640, 788, 825","TT, PDS, CS",stock,N. America,U.S.,Chevrolet Corvette,,2,L,4,,MvT,4.700,12.282,13.617,152.6,157.4,395.4,0.81,0.81,7.582,11037,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,13,XBO,1
FALSE,2012 Chrysler 300 SRT8,Chrysler 300,,2012,Chrysler,300 SRT8,,,,,,,,,Sport Touring,Factory,510,B,7.1,6.9,4.5,7.7,7.5,,465,465,4365,9.39,54,6424,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,,,4,L,4,,,4.517,10.618,12.900,190.9,150.9,364.7,1.06,1.03,6.101,11888,,,01-May-12,FM7,FM4,,,,FM7,FH3,FM6,,FM5,,DLC,,,,5,XBO,0
FALSE,2008 Chrysler 300C SRT-8,,,2008,Chrysler,300C SRT-8,,,,,,,,,Sedan,Factory,461,B,,,,,,,425,420,4178,9.83,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,4,L,4,,,4.900,,,175.6,,,,,,11495,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2006 Chrysler Crossfire SRT6,,,2006,Chrysler,Crossfire SRT6,,,,,,,,,Sports,Factory,446,B,,,,,,,330,310,3239,9.82,,,,,6,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,5.100,,,167.5,,,,,,11269,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2005 Chrysler ME Four-Twelve Concept,,,2005,Chrysler,ME Four-Twelve Concept,,,,,,,,,,Factory,999,U,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,.000,11040,,,03-May-05,FM2,FM1,,,,,,,,,,,,FM2,FM1,2,360,0
FALSE,2004 Chrysler PT Cruiser GT,,,2004,Chrysler,PT Cruiser GT,,,,,,,,,Hatch,Factory,247,E,,,,,,,220,244,3104,14.11,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,5,L,4,,,7.200,,,130.1,,,,,,11041,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1964 Chevron B16,Chevron B16,3541,1964,Chevron,B16,Reward,FM Update 9,BC Open Tour,,,,,"255,000",Vintage Le Mans Prototypes,Race,654,A,3.1,5.3,5.3,4.2,,,215,155,1532,7.13,43,2000,NA,Inline,4,M,RWD,235/R13,335/R13,,Adjustable,"232, 245",none,,Europe,U.K.,,,2,R,4,,,5.200,10.900,11.767,161.3,103.3,263.3,1.35,1.46,5.700,,10-Jul-24,,10-Jul-24,FM,FM,R,,,,,,,,,,,,,1,XBO,1
FALSE,2069 Chryslus Rocket 69,Chryslus Rocket,,2069,Chryslus,Rocket 69,DLC promo,,,,,,,,? none,Fantasy,,,9.9,4.7,4.5,7.2,,,1000,737,4830,4.83,48,,E,E,E,M,AWD,,,,,,,no,N. America,U.S.,,,1,C,4,,,5.000,9.450,,263.5,119.7,309.7,1.06,1.06,4.450,12451,,,14-Apr-16,FM6,FM6,,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2011 Citroen C1,,,2011,Citroen,C1,,,,,,,,,City,Factory,101,F,,,,,,,67,69,1764,26.33,,,,,3,F,FWD,,,,,,,,Europe,France,,,3,L,4,,,13.500,,,98.9,,,,,,11760,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,2011 Citroen DS3,,,2011,Citroen,DS3,,,,,,,,,Hatch,Factory,291,D,,,,,,,154,177,2568,16.68,,,,,4,F,FWD,,,,,,,,Europe,France,,,3,L,4,,,7.700,,,134.8,,,,,,11651,,,03-Jul-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2011 Citroen DS4,,,2011,Citroen,DS4,,,,,,,,,Hatch,Factory,319,D,,,,,,,197,203,2996,15.21,,,,,4,F,FWD,,,,,,,,Europe,France,,,5,L,4,,,8.282,,,146.4,,,,,,11939,,,04-Sep-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2009 Citroen C4 VTS,,,2009,Citroen,C4 VTS,,,,,,,,,Economy,Factory,275,E,,,,,,,150,177,2802,18.68,,,,,4,F,FWD,,,,,,,,Europe,France,,,3,L,4,,,8.400,,,136.4,,,,,,11496,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,1986 Citroen BX4TC,,,1986,Citroen,BX4TC,Seasonal,,,,,,,,Retro Rally,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,France,,,,,4,,,,,,,,,,,,,,,,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,1970 Citroen 2CV,Citroen 2CV,,1970,Citroen,2CV,,,,,,,,,Major Micros,Factory,100,E,3.0,3.3,3.3,3.0,,,33,31,1504,45.58,58,,NA,Flat,2,F,FWD,,,,,,,stock,Europe,France,,,2,L,4,,,32.723,999.999,24.066,70.9,134.4,na,0.94,0.81,967.276,12860,,,16-Jan-18,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1972 Chrysler VH Valiant Charger R/T E49,Chry. Valiant 72,2581,1972,Chrysler,VH Valiant Charger R/T E49,Buy Cars Base,,,,Rare,,,"76,000",Street Drag Racers,Factory,361,D,1.9,1.0,1.1,3.0,,,302,325,3031,10.04,56,4343,NA,Inline,6,F,RWD,,205,no,Hood,"333, 415, 425, 640, 707, 788, 825","T, PDS",stock,N. America,U.S.,,,2,R,4,,MvT,6.100,14.100,14.400,139.1,198.4,488.8,0.74,0.73,8.000,12677,05-Oct-23,,09-May-17,FM,FH3,FM,,FH4,FM7,DLC,,,,,,,,,4,XBO,1
